id,i1,f1,s1,s2,b1,t1,d1,dec1,nul1
17587,728707,59.39,val-587,unique-00017587,false,2020-01-01T04:53:07.000587Z,2021-08-10,175.87,87
17588,164468,60.36,val-588,unique-00017588,false,2020-01-01T04:53:08.000588Z,2021-08-11,175.88,88
17589,600229,61.33,val-589,unique-00017589,true,2020-01-01T04:53:09.000589Z,2021-08-12,175.89,89
17590,35990,62.3,val-590,unique-00017590,false,2020-01-01T04:53:10.000590Z,2021-08-13,175.9,90
17591,471751,63.27,val-591,unique-00017591,false,2020-01-01T04:53:11.000591Z,2021-08-14,175.91,
17592,907512,64.24,val-592,unique-00017592,true,2020-01-01T04:53:12.000592Z,2021-08-15,175.92,92
17593,343273,65.21,val-593,unique-00017593,false,2020-01-01T04:53:13.000593Z,2021-08-16,175.93,93
17594,779034,66.18,val-594,unique-00017594,false,2020-01-01T04:53:14.000594Z,2021-08-17,175.94,94
17595,214795,67.15,val-595,unique-00017595,true,2020-01-01T04:53:15.000595Z,2021-08-18,175.95,95
17596,650556,68.12,val-596,unique-00017596,false,2020-01-01T04:53:16.000596Z,2021-08-19,175.96,96
17597,86317,69.09,val-597,unique-00017597,false,2020-01-01T04:53:17.000597Z,2021-08-20,175.97,97
17598,522078,70.06,val-598,unique-00017598,true,2020-01-01T04:53:18.000598Z,2021-08-21,175.98,
17599,957839,71.03,val-599,unique-00017599,false,2020-01-01T04:53:19.000599Z,2021-08-22,175.99,99
17600,393600,72.0,val-600,unique-00017600,false,2020-01-01T04:53:20.000600Z,2021-08-23,176,100
17601,829361,72.97,val-601,unique-00017601,true,2020-01-01T04:53:21.000601Z,2021-08-24,176.01,101
17602,265122,73.94,val-602,unique-00017602,false,2020-01-01T04:53:22.000602Z,2021-08-25,176.02,102
17603,700883,74.91,val-603,unique-00017603,false,2020-01-01T04:53:23.000603Z,2021-08-26,176.03,103
17604,136644,75.88,val-604,unique-00017604,true,2020-01-01T04:53:24.000604Z,2021-08-27,176.04,104
17605,572405,76.85,val-605,unique-00017605,false,2020-01-01T04:53:25.000605Z,2021-08-28,176.05,
17606,8166,77.82,val-606,unique-00017606,false,2020-01-01T04:53:26.000606Z,2021-08-29,176.06,106
17607,443927,78.79,val-607,unique-00017607,true,2020-01-01T04:53:27.000607Z,2021-08-30,176.07,107
17608,879688,79.76,val-608,unique-00017608,false,2020-01-01T04:53:28.000608Z,2021-08-31,176.08,108
17609,315449,80.73,val-609,unique-00017609,false,2020-01-01T04:53:29.000609Z,2021-09-01,176.09,109
17610,751210,81.7,val-610,unique-00017610,true,2020-01-01T04:53:30.000610Z,2021-09-02,176.1,110
17611,186971,82.67,val-611,unique-00017611,false,2020-01-01T04:53:31.000611Z,2021-09-03,176.11,111
17612,622732,83.64,val-612,unique-00017612,false,2020-01-01T04:53:32.000612Z,2021-09-04,176.12,
17613,58493,84.61,val-613,unique-00017613,true,2020-01-01T04:53:33.000613Z,2021-09-05,176.13,113
17614,494254,85.58,val-614,unique-00017614,false,2020-01-01T04:53:34.000614Z,2021-09-06,176.14,114
17615,930015,86.55,val-615,unique-00017615,false,2020-01-01T04:53:35.000615Z,2021-09-07,176.15,115
17616,365776,87.52,val-616,unique-00017616,true,2020-01-01T04:53:36.000616Z,2021-09-08,176.16,116
17617,801537,88.49,val-617,unique-00017617,false,2020-01-01T04:53:37.000617Z,2021-09-09,176.17,117
17618,237298,89.46,val-618,unique-00017618,false,2020-01-01T04:53:38.000618Z,2021-09-10,176.18,118
17619,673059,90.43,val-619,unique-00017619,true,2020-01-01T04:53:39.000619Z,2021-09-11,176.19,
17620,108820,91.4,val-620,unique-00017620,false,2020-01-01T04:53:40.000620Z,2021-09-12,176.2,120
17621,544581,92.37,val-621,unique-00017621,false,2020-01-01T04:53:41.000621Z,2021-09-13,176.21,121
17622,980342,93.34,val-622,unique-00017622,true,2020-01-01T04:53:42.000622Z,2021-09-14,176.22,122
17623,416103,94.31,val-623,unique-00017623,false,2020-01-01T04:53:43.000623Z,2021-09-15,176.23,123
17624,851864,95.28,val-624,unique-00017624,false,2020-01-01T04:53:44.000624Z,2021-09-16,176.24,124
17625,287625,96.25,val-625,unique-00017625,true,2020-01-01T04:53:45.000625Z,2021-09-17,176.25,125
17626,723386,97.22,val-626,unique-00017626,false,2020-01-01T04:53:46.000626Z,2021-09-18,176.26,
17627,159147,98.19,val-627,unique-00017627,false,2020-01-01T04:53:47.000627Z,2021-09-19,176.27,127
17628,594908,99.16,val-628,unique-00017628,true,2020-01-01T04:53:48.000628Z,2021-09-20,176.28,128
17629,30669,100.13,val-629,unique-00017629,false,2020-01-01T04:53:49.000629Z,2021-09-21,176.29,129
17630,466430,101.1,val-630,unique-00017630,false,2020-01-01T04:53:50.000630Z,2021-09-22,176.3,130
17631,902191,102.07,val-631,unique-00017631,true,2020-01-01T04:53:51.000631Z,2021-09-23,176.31,131
17632,337952,103.04,val-632,unique-00017632,false,2020-01-01T04:53:52.000632Z,2021-09-24,176.32,132
17633,773713,104.01,val-633,unique-00017633,false,2020-01-01T04:53:53.000633Z,2021-09-25,176.33,
17634,209474,104.98,val-634,unique-00017634,true,2020-01-01T04:53:54.000634Z,2021-09-26,176.34,134
17635,645235,105.95,val-635,unique-00017635,false,2020-01-01T04:53:55.000635Z,2021-09-27,176.35,135
17636,80996,106.92,val-636,unique-00017636,false,2020-01-01T04:53:56.000636Z,2021-09-28,176.36,136
17637,516757,107.89,val-637,unique-00017637,true,2020-01-01T04:53:57.000637Z,2021-09-29,176.37,137
17638,952518,108.86,val-638,unique-00017638,false,2020-01-01T04:53:58.000638Z,2021-09-30,176.38,138
17639,388279,109.83,val-639,unique-00017639,false,2020-01-01T04:53:59.000639Z,2021-10-01,176.39,139
17640,824040,110.8,val-640,unique-00017640,true,2020-01-01T04:54:00.000640Z,2021-10-02,176.4,
17641,259801,111.77,val-641,unique-00017641,false,2020-01-01T04:54:01.000641Z,2021-10-03,176.41,141
17642,695562,112.74,val-642,unique-00017642,false,2020-01-01T04:54:02.000642Z,2021-10-04,176.42,142
17643,131323,113.71,val-643,unique-00017643,true,2020-01-01T04:54:03.000643Z,2021-10-05,176.43,143
17644,567084,114.68,val-644,unique-00017644,false,2020-01-01T04:54:04.000644Z,2021-10-06,176.44,144
17645,2845,115.65,val-645,unique-00017645,false,2020-01-01T04:54:05.000645Z,2021-10-07,176.45,145
17646,438606,116.62,val-646,unique-00017646,true,2020-01-01T04:54:06.000646Z,2021-10-08,176.46,146
17647,874367,117.59,val-647,unique-00017647,false,2020-01-01T04:54:07.000647Z,2021-10-09,176.47,
17648,310128,118.56,val-648,unique-00017648,false,2020-01-01T04:54:08.000648Z,2021-10-10,176.48,148
17649,745889,119.53,val-649,unique-00017649,true,2020-01-01T04:54:09.000649Z,2021-10-11,176.49,149
17650,181650,120.5,val-650,unique-00017650,false,2020-01-01T04:54:10.000650Z,2021-10-12,176.5,150
17651,617411,121.47,val-651,unique-00017651,false,2020-01-01T04:54:11.000651Z,2021-10-13,176.51,151
17652,53172,122.44,val-652,unique-00017652,true,2020-01-01T04:54:12.000652Z,2021-10-14,176.52,152
17653,488933,123.41,val-653,unique-00017653,false,2020-01-01T04:54:13.000653Z,2021-10-15,176.53,153
17654,924694,124.38,val-654,unique-00017654,false,2020-01-01T04:54:14.000654Z,2021-10-16,176.54,
17655,360455,125.35,val-655,unique-00017655,true,2020-01-01T04:54:15.000655Z,2021-10-17,176.55,155
17656,796216,126.32,val-656,unique-00017656,false,2020-01-01T04:54:16.000656Z,2021-10-18,176.56,156
17657,231977,127.29,val-657,unique-00017657,false,2020-01-01T04:54:17.000657Z,2021-10-19,176.57,157
17658,667738,128.26,val-658,unique-00017658,true,2020-01-01T04:54:18.000658Z,2021-10-20,176.58,158
17659,103499,129.23,val-659,unique-00017659,false,2020-01-01T04:54:19.000659Z,2021-10-21,176.59,159
17660,539260,130.2,val-660,unique-00017660,false,2020-01-01T04:54:20.000660Z,2021-10-22,176.6,160
17661,975021,131.17,val-661,unique-00017661,true,2020-01-01T04:54:21.000661Z,2021-10-23,176.61,
17662,410782,132.14,val-662,unique-00017662,false,2020-01-01T04:54:22.000662Z,2021-10-24,176.62,162
17663,846543,133.11,val-663,unique-00017663,false,2020-01-01T04:54:23.000663Z,2021-10-25,176.63,163
17664,282304,134.08,val-664,unique-00017664,true,2020-01-01T04:54:24.000664Z,2021-10-26,176.64,164
17665,718065,135.05,val-665,unique-00017665,false,2020-01-01T04:54:25.000665Z,2021-10-27,176.65,165
17666,153826,136.02,val-666,unique-00017666,false,2020-01-01T04:54:26.000666Z,2021-10-28,176.66,166
17667,589587,136.99,val-667,unique-00017667,true,2020-01-01T04:54:27.000667Z,2021-10-29,176.67,167
17668,25348,137.96,val-668,unique-00017668,false,2020-01-01T04:54:28.000668Z,2021-10-30,176.68,
17669,461109,138.93,val-669,unique-00017669,false,2020-01-01T04:54:29.000669Z,2021-10-31,176.69,169
17670,896870,139.9,val-670,unique-00017670,true,2020-01-01T04:54:30.000670Z,2021-11-01,176.7,170
17671,332631,140.87,val-671,unique-00017671,false,2020-01-01T04:54:31.000671Z,2021-11-02,176.71,171
17672,768392,141.84,val-672,unique-00017672,false,2020-01-01T04:54:32.000672Z,2021-11-03,176.72,172
17673,204153,142.81,val-673,unique-00017673,true,2020-01-01T04:54:33.000673Z,2021-11-04,176.73,173
17674,639914,143.78,val-674,unique-00017674,false,2020-01-01T04:54:34.000674Z,2021-11-05,176.74,174
17675,75675,144.75,val-675,unique-00017675,false,2020-01-01T04:54:35.000675Z,2021-11-06,176.75,
17676,511436,145.72,val-676,unique-00017676,true,2020-01-01T04:54:36.000676Z,2021-11-07,176.76,176
17677,947197,146.69,val-677,unique-00017677,false,2020-01-01T04:54:37.000677Z,2021-11-08,176.77,177
17678,382958,147.66,val-678,unique-00017678,false,2020-01-01T04:54:38.000678Z,2021-11-09,176.78,178
17679,818719,148.63,val-679,unique-00017679,true,2020-01-01T04:54:39.000679Z,2021-11-10,176.79,179
17680,254480,149.6,val-680,unique-00017680,false,2020-01-01T04:54:40.000680Z,2021-11-11,176.8,180
17681,690241,150.57,val-681,unique-00017681,false,2020-01-01T04:54:41.000681Z,2021-11-12,176.81,181
17682,126002,151.54,val-682,unique-00017682,true,2020-01-01T04:54:42.000682Z,2021-11-13,176.82,
17683,561763,152.51,val-683,unique-00017683,false,2020-01-01T04:54:43.000683Z,2021-11-14,176.83,183
17684,997524,153.48,val-684,unique-00017684,false,2020-01-01T04:54:44.000684Z,2021-11-15,176.84,184
17685,433285,154.45,val-685,unique-00017685,true,2020-01-01T04:54:45.000685Z,2021-11-16,176.85,185
17686,869046,155.42,val-686,unique-00017686,false,2020-01-01T04:54:46.000686Z,2021-11-17,176.86,186
17687,304807,156.39,val-687,unique-00017687,false,2020-01-01T04:54:47.000687Z,2021-11-18,176.87,187
17688,740568,157.36,val-688,unique-00017688,true,2020-01-01T04:54:48.000688Z,2021-11-19,176.88,188
17689,176329,158.33,val-689,unique-00017689,false,2020-01-01T04:54:49.000689Z,2021-11-20,176.89,
17690,612090,159.3,val-690,unique-00017690,false,2020-01-01T04:54:50.000690Z,2021-11-21,176.9,190
17691,47851,160.27,val-691,unique-00017691,true,2020-01-01T04:54:51.000691Z,2021-11-22,176.91,191
17692,483612,161.24,val-692,unique-00017692,false,2020-01-01T04:54:52.000692Z,2021-11-23,176.92,192
17693,919373,162.21,val-693,unique-00017693,false,2020-01-01T04:54:53.000693Z,2021-11-24,176.93,193
17694,355134,163.18,val-694,unique-00017694,true,2020-01-01T04:54:54.000694Z,2021-11-25,176.94,194
17695,790895,164.15,val-695,unique-00017695,false,2020-01-01T04:54:55.000695Z,2021-11-26,176.95,195
17696,226656,165.12,val-696,unique-00017696,false,2020-01-01T04:54:56.000696Z,2021-11-27,176.96,
17697,662417,166.09,val-697,unique-00017697,true,2020-01-01T04:54:57.000697Z,2021-11-28,176.97,197
17698,98178,167.06,val-698,unique-00017698,false,2020-01-01T04:54:58.000698Z,2021-11-29,176.98,198
17699,533939,168.03,val-699,unique-00017699,false,2020-01-01T04:54:59.000699Z,2021-11-30,176.99,199
17700,969700,169.0,val-700,unique-00017700,true,2020-01-01T04:55:00.000700Z,2021-12-01,177,200
17701,405461,169.97,val-701,unique-00017701,false,2020-01-01T04:55:01.000701Z,2021-12-02,177.01,201
17702,841222,170.94,val-702,unique-00017702,false,2020-01-01T04:55:02.000702Z,2021-12-03,177.02,202
17703,276983,171.91,val-703,unique-00017703,true,2020-01-01T04:55:03.000703Z,2021-12-04,177.03,
17704,712744,172.88,val-704,unique-00017704,false,2020-01-01T04:55:04.000704Z,2021-12-05,177.04,204
17705,148505,173.85,val-705,unique-00017705,false,2020-01-01T04:55:05.000705Z,2021-12-06,177.05,205
17706,584266,174.82,val-706,unique-00017706,true,2020-01-01T04:55:06.000706Z,2021-12-07,177.06,206
17707,20027,175.79,val-707,unique-00017707,false,2020-01-01T04:55:07.000707Z,2021-12-08,177.07,207
17708,455788,176.76,val-708,unique-00017708,false,2020-01-01T04:55:08.000708Z,2021-12-09,177.08,208
17709,891549,177.73,val-709,unique-00017709,true,2020-01-01T04:55:09.000709Z,2021-12-10,177.09,209
17710,327310,178.7,val-710,unique-00017710,false,2020-01-01T04:55:10.000710Z,2021-12-11,177.1,
17711,763071,179.67,val-711,unique-00017711,false,2020-01-01T04:55:11.000711Z,2021-12-12,177.11,211
17712,198832,180.64,val-712,unique-00017712,true,2020-01-01T04:55:12.000712Z,2021-12-13,177.12,212
17713,634593,181.61,val-713,unique-00017713,false,2020-01-01T04:55:13.000713Z,2021-12-14,177.13,213
17714,70354,182.58,val-714,unique-00017714,false,2020-01-01T04:55:14.000714Z,2021-12-15,177.14,214
17715,506115,183.55,val-715,unique-00017715,true,2020-01-01T04:55:15.000715Z,2021-12-16,177.15,215
17716,941876,184.52,val-716,unique-00017716,false,2020-01-01T04:55:16.000716Z,2021-12-17,177.16,216
17717,377637,185.49,val-717,unique-00017717,false,2020-01-01T04:55:17.000717Z,2021-12-18,177.17,
17718,813398,186.46,val-718,unique-00017718,true,2020-01-01T04:55:18.000718Z,2021-12-19,177.18,218
17719,249159,187.43,val-719,unique-00017719,false,2020-01-01T04:55:19.000719Z,2021-12-20,177.19,219
17720,684920,188.4,val-720,unique-00017720,false,2020-01-01T04:55:20.000720Z,2021-12-21,177.2,220
17721,120681,189.37,val-721,unique-00017721,true,2020-01-01T04:55:21.000721Z,2021-12-22,177.21,221
17722,556442,190.34,val-722,unique-00017722,false,2020-01-01T04:55:22.000722Z,2021-12-23,177.22,222
17723,992203,191.31,val-723,unique-00017723,false,2020-01-01T04:55:23.000723Z,2021-12-24,177.23,223
17724,427964,192.28,val-724,unique-00017724,true,2020-01-01T04:55:24.000724Z,2021-12-25,177.24,
17725,863725,193.25,val-725,unique-00017725,false,2020-01-01T04:55:25.000725Z,2021-12-26,177.25,225
17726,299486,194.22,val-726,unique-00017726,false,2020-01-01T04:55:26.000726Z,2021-12-27,177.26,226
17727,735247,195.19,val-727,unique-00017727,true,2020-01-01T04:55:27.000727Z,2021-12-28,177.27,227
17728,171008,196.16,val-728,unique-00017728,false,2020-01-01T04:55:28.000728Z,2021-12-29,177.28,228
17729,606769,197.13,val-729,unique-00017729,false,2020-01-01T04:55:29.000729Z,2021-12-30,177.29,229
17730,42530,198.1,val-730,unique-00017730,true,2020-01-01T04:55:30.000730Z,2021-12-31,177.3,230
17731,478291,199.07,val-731,unique-00017731,false,2020-01-01T04:55:31.000731Z,2022-01-01,177.31,
17732,914052,200.04,val-732,unique-00017732,false,2020-01-01T04:55:32.000732Z,2022-01-02,177.32,232
17733,349813,201.01,val-733,unique-00017733,true,2020-01-01T04:55:33.000733Z,2022-01-03,177.33,233
17734,785574,201.98,val-734,unique-00017734,false,2020-01-01T04:55:34.000734Z,2022-01-04,177.34,234
17735,221335,202.95,val-735,unique-00017735,false,2020-01-01T04:55:35.000735Z,2022-01-05,177.35,235
17736,657096,203.92,val-736,unique-00017736,true,2020-01-01T04:55:36.000736Z,2022-01-06,177.36,236
17737,92857,204.89,val-737,unique-00017737,false,2020-01-01T04:55:37.000737Z,2022-01-07,177.37,237
17738,528618,205.86,val-738,unique-00017738,false,2020-01-01T04:55:38.000738Z,2022-01-08,177.38,
17739,964379,206.83,val-739,unique-00017739,true,2020-01-01T04:55:39.000739Z,2022-01-09,177.39,239
17740,400140,207.8,val-740,unique-00017740,false,2020-01-01T04:55:40.000740Z,2022-01-10,177.4,240
17741,835901,208.77,val-741,unique-00017741,false,2020-01-01T04:55:41.000741Z,2022-01-11,177.41,241
17742,271662,209.74,val-742,unique-00017742,true,2020-01-01T04:55:42.000742Z,2022-01-12,177.42,242
17743,707423,210.71,val-743,unique-00017743,false,2020-01-01T04:55:43.000743Z,2022-01-13,177.43,243
17744,143184,211.68,val-744,unique-00017744,false,2020-01-01T04:55:44.000744Z,2022-01-14,177.44,244
17745,578945,212.65,val-745,unique-00017745,true,2020-01-01T04:55:45.000745Z,2022-01-15,177.45,
17746,14706,213.62,val-746,unique-00017746,false,2020-01-01T04:55:46.000746Z,2022-01-16,177.46,246
17747,450467,214.59,val-747,unique-00017747,false,2020-01-01T04:55:47.000747Z,2022-01-17,177.47,247
17748,886228,215.56,val-748,unique-00017748,true,2020-01-01T04:55:48.000748Z,2022-01-18,177.48,248
17749,321989,216.53,val-749,unique-00017749,false,2020-01-01T04:55:49.000749Z,2022-01-19,177.49,249
17750,757750,217.5,val-750,unique-00017750,false,2020-01-01T04:55:50.000750Z,2022-01-20,177.5,250
17751,193511,218.47,val-751,unique-00017751,true,2020-01-01T04:55:51.000751Z,2022-01-21,177.51,251
17752,629272,219.44,val-752,unique-00017752,false,2020-01-01T04:55:52.000752Z,2022-01-22,177.52,
17753,65033,220.41,val-753,unique-00017753,false,2020-01-01T04:55:53.000753Z,2022-01-23,177.53,253
17754,500794,221.38,val-754,unique-00017754,true,2020-01-01T04:55:54.000754Z,2022-01-24,177.54,254
17755,936555,222.35,val-755,unique-00017755,false,2020-01-01T04:55:55.000755Z,2022-01-25,177.55,255
17756,372316,223.32,val-756,unique-00017756,false,2020-01-01T04:55:56.000756Z,2022-01-26,177.56,256
17757,808077,224.29,val-757,unique-00017757,true,2020-01-01T04:55:57.000757Z,2022-01-27,177.57,257
17758,243838,225.26,val-758,unique-00017758,false,2020-01-01T04:55:58.000758Z,2022-01-28,177.58,258
17759,679599,226.23,val-759,unique-00017759,false,2020-01-01T04:55:59.000759Z,2022-01-29,177.59,
17760,115360,227.2,val-760,unique-00017760,true,2020-01-01T04:56:00.000760Z,2022-01-30,177.6,260
17761,551121,228.17,val-761,unique-00017761,false,2020-01-01T04:56:01.000761Z,2022-01-31,177.61,261
17762,986882,229.14,val-762,unique-00017762,false,2020-01-01T04:56:02.000762Z,2022-02-01,177.62,262
17763,422643,230.11,val-763,unique-00017763,true,2020-01-01T04:56:03.000763Z,2022-02-02,177.63,263
17764,858404,231.08,val-764,unique-00017764,false,2020-01-01T04:56:04.000764Z,2022-02-03,177.64,264
17765,294165,232.05,val-765,unique-00017765,false,2020-01-01T04:56:05.000765Z,2022-02-04,177.65,265
17766,729926,233.02,val-766,unique-00017766,true,2020-01-01T04:56:06.000766Z,2022-02-05,177.66,
17767,165687,233.99,val-767,unique-00017767,false,2020-01-01T04:56:07.000767Z,2022-02-06,177.67,267
17768,601448,234.96,val-768,unique-00017768,false,2020-01-01T04:56:08.000768Z,2022-02-07,177.68,268
17769,37209,235.93,val-769,unique-00017769,true,2020-01-01T04:56:09.000769Z,2022-02-08,177.69,269
17770,472970,236.9,val-770,unique-00017770,false,2020-01-01T04:56:10.000770Z,2022-02-09,177.7,270
17771,908731,237.87,val-771,unique-00017771,false,2020-01-01T04:56:11.000771Z,2022-02-10,177.71,271
17772,344492,238.84,val-772,unique-00017772,true,2020-01-01T04:56:12.000772Z,2022-02-11,177.72,272
17773,780253,239.81,val-773,unique-00017773,false,2020-01-01T04:56:13.000773Z,2022-02-12,177.73,
17774,216014,240.78,val-774,unique-00017774,false,2020-01-01T04:56:14.000774Z,2022-02-13,177.74,274
17775,651775,241.75,val-775,unique-00017775,true,2020-01-01T04:56:15.000775Z,2022-02-14,177.75,275
17776,87536,242.72,val-776,unique-00017776,false,2020-01-01T04:56:16.000776Z,2022-02-15,177.76,276
17777,523297,243.69,val-777,unique-00017777,false,2020-01-01T04:56:17.000777Z,2022-02-16,177.77,277
17778,959058,244.66,val-778,unique-00017778,true,2020-01-01T04:56:18.000778Z,2022-02-17,177.78,278
17779,394819,245.63,val-779,unique-00017779,false,2020-01-01T04:56:19.000779Z,2022-02-18,177.79,279
17780,830580,246.6,val-780,unique-00017780,false,2020-01-01T04:56:20.000780Z,2022-02-19,177.8,
17781,266341,247.57,val-781,unique-00017781,true,2020-01-01T04:56:21.000781Z,2022-02-20,177.81,281
17782,702102,248.54,val-782,unique-00017782,false,2020-01-01T04:56:22.000782Z,2022-02-21,177.82,282
17783,137863,249.51,val-783,unique-00017783,false,2020-01-01T04:56:23.000783Z,2022-02-22,177.83,283
17784,573624,250.48,val-784,unique-00017784,true,2020-01-01T04:56:24.000784Z,2022-02-23,177.84,284
17785,9385,251.45,val-785,unique-00017785,false,2020-01-01T04:56:25.000785Z,2022-02-24,177.85,285
